Reference:	"Hudson et al. (2018)"
DOI:	"doi:doi:10.1016/j.saa.2017.11.055"
Sample Type:	"Ice"
Composition:	"CH3COCH3 (1)"
Temperature:	"125K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/156"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable
A₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"		"Wavenumber (cm⁻¹)"	"k₁"	"Dk₁  (+/-)"		"Wavenumber (cm⁻¹)"	"A₁"	"DA₁  (+/-)"	
526.480099	1.551951052			526.480099	0.010612			526.480099	0.000341		
526.6006302	1.552534721			526.6006302	0.011368281			526.6006302	-0.000272		
526.7211614	1.553142547			526.7211614	0.011960873			526.7211614	-0.000917		
526.8416925	1.553800338			526.8416925	0.012538356			526.8416925	-0.001504		
526.9622237	1.554370581			526.9622237	0.013169138			526.9622237	-0.001929		
527.0827549	1.554707534			527.0827549	0.013760796			527.0827549	-0.002106		
527.203286	1.554762366			527.203286	0.014069661			527.203286	-0.001993		
527.3238172	1.554728867			527.3238172	0.013842986			527.3238172	-0.001602		
527.4443483	1.554958114			527.4443483	0.012997876			527.4443483	-0.001		
527.5648795	1.555837271			527.5648795	0.0117198			527.5648795	-0.000289		
527.6854107	1.557553899			527.6854107	0.010427355			527.6854107	0.000425		
527.8059418	1.559997543			527.8059418	0.009599047			527.8059418	0.001061		
527.926473	1.562750972			527.926473	0.009532785			527.926473	0.001577		
528.0470042	1.565316739			528.0470042	0.010200435			528.0470042	0.00197		
528.1675353	1.567310638			528.1675353	0.011249503			528.1675353	0.002258		
528.2880665	1.568693771			528.2880665	0.012165741			528.2880665	0.002457		
528.4085977	1.569754304			528.4085977	0.012531169			528.4085977	0.00257		
528.5291288	1.571005423			528.5291288	0.012216524			528.5291288	0.002584		
528.64966	1.572909088			528.64966	0.011458237			528.64966	0.002495		
528.7701912	1.575677569			528.7701912	0.010732892			528.7701912	0.002324		
528.8907223	1.579164277			528.8907223	0.01052728			528.8907223	0.002135		
529.0112535	1.582977843			529.0112535	0.01111916			529.0112535	0.002024		
529.1317846	1.586665331			529.1317846	0.012466411			529.1317846	0.002091		
529.2523158	1.589966855			529.2523158	0.014295451			529.2523158	0.002406		
529.372847	1.592856398			529.372847	0.016295119			529.372847	0.002981		
529.4933781	1.595512734			529.4933781	0.018303065			529.4933781	0.003758		
529.6139093	1.598077665			529.6139093	0.020402483			529.6139093	0.004639		
529.7344405	1.600472335			529.7344405	0.022791817			529.7344405	0.00551		
529.8549716	1.602322932			529.8549716	0.025539328			529.8549716	0.00628		
529.9755028	1.603127352			529.9755028	0.028336926			529.9755028	0.006902		
530.096034	1.602564976			530.096034	0.030384461			530.096034	0.007369		
530.2165651	1.600898749			530.2165651	0.030575277			530.2165651	0.007701		
530.3370963	1.599139434			530.3370963	0.027888871			530.3370963	0.007925		
530.4576274	1.599022742			530.4576274	0.021910853			530.4576274	0.008059		
530.5781586	1.602540545			530.5781586	0.013292293			530.5781586	0.008128		
530.6986898	1.611254715			530.6986898	0.003850193			530.6986898	0.008176		
530.8192209	1.625573654			530.8192209	-0.003847495			530.8192209	0.00829		
530.9397521	1.6445036			530.9397521	-0.007289945			530.9397521	0.008597		
531.0602833	1.665928931			531.0602833	-0.004824952			531.0602833	0.009244		
531.1808144	1.687338128			531.1808144	0.003965153			531.1808144	0.01036		
531.3013456	1.70646168			531.3013456	0.018333382			531.3013456	0.012021		
531.4218768	1.721797912			531.4218768	0.036741389			531.4218768	0.014232		
531.5424079	1.732746598			531.5424079	0.057380888			531.5424079	0.016946		
531.6629391	1.739564964			531.6629391	0.078604655			531.6629391	0.020086		
531.7834702	1.743103357			531.7834702	0.099292895			531.7834702	0.023587		
531.9040014	1.744423661			531.9040014	0.119024543			531.9040014	0.027416		
532.0245326	1.744388549			532.0245326	0.137990525			532.0245326	0.031564		
532.1450637	1.74341065			532.1450637	0.156764074			532.1450637	0.036025		
532.2655949	1.741319143			532.2655949	0.175914732			532.2655949	0.040758		
532.3861261	1.737560178			532.3861261	0.195686782			532.3861261	0.045655		
