Reference:	"Hudson & Gerakines (2019)"
DOI:	"doi:doi:10.1093/mnras/sty2821"
Sample Type:	"Ice"
Composition:	"C3H2O (1)"
Temperature:	"10K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/157"
n₁ Error Units:	Not Applicable
n₂ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"	"n₂"	"Dn₂  (+/-)"	
684.376	1.4659		0.084845		
684.617	1.4658		0.084878		
684.858	1.4659		0.084932		
685.099	1.4661		0.085048		
685.34	1.4664		0.085276		
685.581	1.4667		0.085656		
685.822	1.467		0.086202		
686.063	1.4672		0.086892		
686.304	1.4673		0.087672		
686.545	1.4672		0.088467		
686.787	1.4669		0.089196		
687.028	1.4666		0.089803		
687.269	1.4662		0.090273		
687.51	1.4659		0.090621		
687.751	1.4657		0.090895		
687.992	1.4656		0.091153		
688.233	1.4655		0.091441		
688.474	1.4656		0.091788		
688.715	1.4656		0.092202		
688.956	1.4656		0.092678		
689.197	1.4657		0.093207		
689.438	1.4657		0.093782		
689.679	1.4657		0.094395		
689.92	1.4656		0.095045		
690.161	1.4656		0.09572		
690.402	1.4654		0.096405		
690.644	1.4652		0.097085		
690.885	1.465		0.09775		
691.126	1.4647		0.098394		
691.367	1.4645		0.099021		
691.608	1.4642		0.099648		
691.849	1.4639		0.100279		
692.09	1.4636		0.100921		
692.331	1.4633		0.101557		
692.572	1.4629		0.102169		
692.813	1.4625		0.10274		
693.054	1.462		0.10326		
693.295	1.4616		0.10373		
693.536	1.4612		0.104164		
693.777	1.4609		0.104582		
694.018	1.4605		0.105005		
694.259	1.4602		0.105443		
694.501	1.4599		0.105895		
694.742	1.4596		0.106356		
694.983	1.4593		0.106818		
695.224	1.459		0.107277		
695.465	1.4587		0.107735		
695.706	1.4584		0.108199		
695.947	1.4581		0.108678		
696.188	1.4579		0.109175		
696.429	1.4576		0.109693		
696.67	1.4573		0.110227		
696.911	1.457		0.110782		
697.152	1.4567		0.111349		
697.393	1.4564		0.111932		
697.634	1.456		0.112529		
697.875	1.4557		0.11314		
698.116	1.4553		0.113759		
698.357	1.4548		0.114376		
698.599	1.4544		0.114994		
698.84	1.4539		0.115604		
699.081	1.4534		0.116207		
699.322	1.4529		0.116804		
699.563	1.4523		0.117386		
699.804	1.4517		0.117945		
700.045	1.4511		0.118463		
700.286	1.4504		0.118927		
700.527	1.4498		0.119326		
700.768	1.4492		0.119665		
701.009	1.4486		0.119963		
701.25	1.4481		0.120252		
701.491	1.4477		0.120568		
701.732	1.4473		0.120933		
701.973	1.4469		0.121363		
702.214	1.4466		0.12185		
702.456	1.4461		0.12238		
702.697	1.4457		0.122925		
702.938	1.4452		0.123468		
703.179	1.4446		0.123997		
703.42	1.4441		0.12452		
703.661	1.4436		0.125048		
703.902	1.4431		0.125597		
704.143	1.4425		0.126183		
704.384	1.4419		0.126814		
704.625	1.4413		0.127481		
704.866	1.4406		0.128163		
705.107	1.4397		0.128821		
705.348	1.4388		0.129411		
705.589	1.4378		0.129898		
705.83	1.4368		0.130253		
706.071	1.4358		0.130483		
706.313	1.4349		0.13062		
706.554	1.4341		0.130728		
706.795	1.4335		0.130878		
707.036	1.4329		0.131125		
707.277	1.4323		0.131487		
707.518	1.4315		0.131936		
707.759	1.4307		0.132396		
708	1.4297		0.132782		
708.241	1.4286		0.133016		
708.482	1.4276		0.133072		
708.723	1.4266		0.132976		
708.964	1.4258		0.132798		
709.205	1.4252		0.132638		
709.446	1.4247		0.132572		
709.687	1.4242		0.132635		
709.928	1.4237		0.132815		
710.17	1.4232		0.133062		
710.411	1.4226		0.133314		
710.652	1.4219		0.133531		
710.893	1.4212		0.133712		
711.134	1.4206		0.13389		
711.375	1.42		0.134107		
711.616	1.4194		0.134392		
711.857	1.4187		0.134741		
712.098	1.4179		0.13511		
712.339	1.417		0.135435		
712.58	1.416		0.135652		
712.821	1.415		0.135743		
713.062	1.4141		0.135714		
713.303	1.4133		0.135621		
713.544	1.4125		0.135527		
713.785	1.4119		0.135488		
714.027	1.4112		0.135527		
714.268	1.4106		0.13563		
714.509	1.4098		0.135762		
714.75	1.4091		0.135877		
714.991	1.4082		0.135955		
715.232	1.4074		0.135985		
715.473	1.4066		0.135986		
715.714	1.4058		0.135971		
715.955	1.4051		0.135964		
716.196	1.4043		0.135963		
716.437	1.4035		0.135962		
716.678	1.4027		0.135944		
716.919	1.4018		0.135893		
717.16	1.401		0.135797		
717.401	1.4001		0.135649		
717.642	1.3993		0.135455		
717.884	1.3986		0.135225		
718.125	1.3979		0.134981		
718.366	1.3974		0.134763		
718.607	1.3968		0.134614		
718.848	1.3964		0.134582		
719.089	1.3959		0.134688		
719.33	1.3953		0.134925		
719.571	1.3945		0.135239		
719.812	1.3936		0.135538		
720.053	1.3924		0.135711		
720.294	1.3911		0.135676		
720.535	1.3898		0.135385		
720.776	1.3886		0.134866		
721.017	1.3876		0.134202		
721.258	1.3869		0.133514		
721.499	1.3863		0.132911		
721.741	1.3858		0.132456		
721.982	1.3853		0.132155		
722.223	1.3847		0.131956		
722.464	1.3841		0.131772		
722.705	1.3833		0.131529		
722.946	1.3825		0.131175		
723.187	1.3817		0.13072		
723.428	1.3811		0.130201		
723.669	1.3805		0.129684		
723.91	1.3801		0.129228		
724.151	1.3797		0.128869		
724.392	1.3793		0.128609		
724.633	1.3788		0.128432		
724.874	1.3782		0.128303		
725.115	1.3776		0.128179		
725.356	1.3768		0.128021		
725.598	1.376		0.127787		
725.839	1.3751		0.127444		
726.08	1.3742		0.126958		
726.321	1.3733		0.126314		
726.562	1.3725		0.125521		
726.803	1.3719		0.124621		
727.044	1.3715		0.123682		
727.285	1.3714		0.122796		
727.526	1.3714		0.122045		
727.767	1.3715		0.121494		
728.008	1.3717		0.121162		
728.249	1.3718		0.121039		
728.49	1.3717		0.12107		
728.731	1.3716		0.121191		
728.972	1.3712		0.121343		
729.213	1.3707		0.121466		
729.455	1.3701		0.121532		
729.696	1.3694		0.121515		
729.937	1.3687		0.12141		
730.178	1.3679		0.121208		
730.419	1.3671		0.120905		
730.66	1.3663		0.120496		
730.901	1.3656		0.119994		
731.142	1.365		0.119412		
731.383	1.3644		0.118778		
731.624	1.3639		0.118128		
731.865	1.3636		0.117505		
732.106	1.3633		0.116944		
732.347	1.3631		0.116465		
732.588	1.363		0.116077		
732.829	1.3627		0.11577		
733.07	1.3625		0.115518		
733.312	1.3622		0.115293		
733.553	1.3618		0.115069		
733.794	1.3614		0.114833		
734.035	1.361		0.114576		
734.276	1.3606		0.114308		
734.517	1.3601		0.114034		
734.758	1.3597		0.113767		
734.999	1.3592		0.113494		
735.24	1.3586		0.113204		
735.481	1.3581		0.112874		
735.722	1.3575		0.112469		
735.963	1.3569		0.111976		
736.204	1.3563		0.111388		
736.445	1.3558		0.110726		
736.686	1.3554		0.110013		
736.927	1.3552		0.109301		
737.169	1.355		0.108639		
737.41	1.355		0.108075		
737.651	1.355		0.107643		
737.892	1.355		0.107358		
738.133	1.355		0.107213		
738.374	1.3548		0.107163		
738.615	1.3545		0.107145		
738.856	1.3539		0.107081		
739.097	1.3533		0.106892		
739.338	1.3526		0.106526		
739.579	1.3519		0.10597		
739.82	1.3513		0.105255		
740.061	1.3509		0.104445		
740.302	1.3507		0.103634		
740.543	1.3506		0.102896		
740.784	1.3507		0.102291		
741.026	1.3508		0.101832		
741.267	1.3508		0.101503		
741.508	1.3508		0.101265		
741.749	1.3507		0.101068		
741.99	1.3505		0.10088		
742.231	1.3502		0.100673		
742.472	1.3499		0.100441		
742.713	1.3496		0.100165		
742.954	1.3492		0.099836		
743.195	1.3488		0.099433		
743.436	1.3485		0.09895		
743.677	1.3482		0.098399		
743.918	1.348		0.097813		
744.159	1.3479		0.097245		
744.4	1.3479		0.096749		
744.641	1.3479		0.096361		
744.883	1.3479		0.09609		
745.124	1.3479		0.095899		
745.365	1.3478		0.095737		
745.606	1.3476		0.095549		
745.847	1.3473		0.095301		
746.088	1.347		0.094986		
746.329	1.3468		0.094632		
746.57	1.3467		0.094286		
746.811	1.3466		0.093981		
747.052	1.3465		0.093734		
747.293	1.3463		0.093537		
747.534	1.3461		0.093357		
747.775	1.3459		0.093163		
748.016	1.3456		0.092933		
748.257	1.3453		0.092662		
748.498	1.345		0.092361		
748.74	1.3447		0.092046		
748.981	1.3445		0.091727		
749.222	1.3442		0.091408		
749.463	1.3439		0.091077		
749.704	1.3437		0.090723		
749.945	1.3434		0.090342		
750.186	1.3432		0.089945		
750.427	1.3431		0.089554		
750.668	1.343		0.089193		
750.909	1.3429		0.088884		
751.15	1.3428		0.088634		
751.391	1.3427		0.088433		
751.632	1.3425		0.08826		
751.873	1.3423		0.088084		
752.114	1.342		0.087882		
752.355	1.3417		0.08764		
752.597	1.3414		0.087356		
752.838	1.3412		0.087047		
753.079	1.341		0.086737		
753.32	1.3408		0.086458		
753.561	1.3406		0.086238		
753.802	1.3405		0.086092		
754.043	1.3402		0.086013		
754.284	1.3399		0.085964		
754.525	1.3394		0.085885		
754.766	1.3388		0.08571		
755.007	1.3381		0.08538		
755.248	1.3374		0.084866		
755.489	1.3368		0.084185		
755.73	1.3364		0.083398		
755.971	1.3362		0.082593		
756.212	1.3362		0.081867		
756.454	1.3363		0.08129		
756.695	1.3365		0.080891		
756.936	1.3365		0.080654		
757.177	1.3365		0.080527		
757.418	1.3363		0.08044		
757.659	1.3361		0.080334		
757.9	1.3357		0.080164		
758.141	1.3352		0.07991		
758.382	1.3348		0.079572		
758.623	1.3343		0.07915		
758.864	1.3338		0.078653		
759.105	1.3334		0.078086		
759.346	1.3331		0.077454		
759.587	1.3328		0.076775		
759.828	1.3327		0.076075		
760.069	1.3326		0.075398		
760.311	1.3327		0.074789		
760.552	1.3328		0.074286		
760.793	1.3329		0.073914		
761.034	1.333		0.07367		
761.275	1.3331		0.073534		
761.516	1.333		0.073461		
761.757	1.3328		0.073399		
761.998	1.3324		0.073289		
762.239	1.332		0.073087		
762.48	1.3315		0.072759		
762.721	1.331		0.072303		
762.962	1.3306		0.071741		
763.203	1.3302		0.071116		
763.444	1.33		0.070488		
763.685	1.3299		0.069903		
763.926	1.3298		0.069393		
764.168	1.3297		0.06896		
764.409	1.3296		0.068578		
764.65	1.3294		0.068213		
764.891	1.3292		0.06783		
765.132	1.329		0.067418		
765.373	1.3288		0.066981		
765.614	1.3286		0.066544		
765.855	1.3284		0.066127		
766.096	1.3281		0.065735		
766.337	1.3278		0.065349		
766.578	1.3275		0.064925		
766.819	1.3271		0.064421		
767.06	1.3267		0.063807		
767.301	1.3263		0.063081		
767.542	1.326		0.062276		
767.783	1.3259		0.061447		
768.025	1.3259		0.060651		
768.266	1.326		0.059932		
768.507	1.3261		0.05931		
768.748	1.3262		0.058782		
768.989	1.3263		0.058331		
769.23	1.3264		0.057933		
769.471	1.3264		0.057569		
769.712	1.3263		0.057223		
769.953	1.3262		0.056878		
770.194	1.326		0.056506		
770.435	1.3258		0.056084		
770.676	1.3255		0.055587		
770.917	1.3253		0.055004		
771.158	1.325		0.054352		
771.399	1.3249		0.053658		
771.64	1.3248		0.052968		
771.882	1.3248		0.052313		
772.123	1.3248		0.051709		
772.364	1.3248		0.051142		
772.605	1.3248		0.050587		
772.846	1.3247		0.05001		
773.087	1.3246		0.049391		
773.328	1.3246		0.04874		
773.569	1.3246		0.048076		
773.81	1.3246		0.047425		
774.051	1.3247		0.046805		
774.292	1.3247		0.04621		
774.533	1.3247		0.045616		
774.774	1.3248		0.044995		
775.015	1.3248		0.044325		
775.256	1.3248		0.043615		
775.497	1.325		0.042897		
775.738	1.3252		0.042219		
775.98	1.3255		0.041623		
776.221	1.3259		0.041135		
776.462	1.3261		0.040745		
776.703	1.3263		0.040423		
776.944	1.3264		0.040116		
777.185	1.3263		0.039777		
777.426	1.3262		0.039363		
777.667	1.3261		0.038853		
777.908	1.326		0.03824		
778.149	1.3258		0.037526		
778.39	1.3258		0.036729		
778.631	1.3259		0.035874		
778.872	1.3261		0.034996		
779.113	1.3264		0.03414		
779.354	1.3268		0.033353		
779.595	1.3273		0.032671		
779.837	1.3278		0.032116		
780.078	1.3283		0.031676		
780.319	1.3287		0.031319		
780.56	1.3291		0.031002		
780.801	1.3293		0.030678		
781.042	1.3295		0.03032		
781.283	1.3298		0.029924		
781.524	1.33		0.029507		
781.765	1.3302		0.029093		
782.006	1.3305		0.028708		
782.247	1.3307		0.028364		
782.488	1.3309		0.028052		
782.729	1.3311		0.027751		
782.97	1.3312		0.027426		
783.211	1.3312		0.027043		
783.452	1.3311		0.026568		
783.694	1.3311		0.025977		
783.935	1.3311		0.025265		
784.176	1.3312		0.024447		
784.417	1.3315		0.023568		
784.658	1.332		0.022697		
784.899	1.3326		0.021918		
785.14	1.3334		0.02131		
785.381	1.3342		0.020925		
785.622	1.335		0.020766		
785.863	1.3356		0.020779		
786.104	1.3359		0.020863		
786.345	1.3361		0.020904		
786.586	1.3361		0.020799		
786.827	1.336		0.020496		
787.068	1.336		0.020009		
787.309	1.3362		0.019407		
787.551	1.3365		0.018792		
787.792	1.3369		0.018258		
788.033	1.3374		0.017859		
788.274	1.3379		0.01759		
788.515	1.3382		0.017397		
788.756	1.3384		0.017195		
788.997	1.3386		0.016908		
789.238	1.3387		0.01649		
789.479	1.3389		0.015949		
789.72	1.3392		0.015337		
789.961	1.3396		0.014734		
790.202	1.3402		0.014218		
790.443	1.3409		0.013844		
790.684	1.3415		0.013624		
790.925	1.3421		0.013529		
791.166	1.3425		0.013498		
791.408	1.3428		0.013459		
791.649	1.343		0.013351		
791.89	1.3431		0.013136		
792.131	1.3433		0.012813		
792.372	1.3435		0.012408		
792.613	1.3438		0.011969		
792.854	1.3442		0.011548		
793.095	1.3447		0.011189		
793.336	1.3452		0.010911		
793.577	1.3456		0.010708		
793.818	1.346		0.010552		
794.059	1.3463		0.010399		
794.3	1.3466		0.010202		
794.541	1.3468		0.009928		
794.782	1.3471		0.009564		
795.023	1.3474		0.009123		
795.265	1.3478		0.008643		
795.506	1.3484		0.008181		
795.747	1.3491		0.007797		
795.988	1.3498		0.00754		
796.229	1.3506		0.007439		
796.47	1.3513		0.007491		
796.711	1.3519		0.007663		
796.952	1.3524		0.007899		
797.193	1.3527		0.008136		
797.434	1.353		0.008318		
797.675	1.3531		0.008412		
797.916	1.3532		0.008413		
798.157	1.3533		0.008337		
798.398	1.3535		0.008214		
798.639	1.3536		0.008068		
798.88	1.3538		0.007908		
799.122	1.354		0.007726		
799.363	1.3542		0.007502		
799.604	1.3544		0.007226		
799.845	1.3546		0.006901		
800.086	1.355		0.006561		
800.327	1.3555		0.006253		
800.568	1.356		0.006033		
800.809	1.3566		0.005934		
801.05	1.3571		0.005961		
801.291	1.3576		0.00608		
801.532	1.3579		0.006236		
801.773	1.3581		0.006366		
802.014	1.3583		0.006423		
802.255	1.3584		0.006391		
802.496	1.3585		0.006281		
802.737	1.3587		0.006125		
802.979	1.3589		0.005955		
803.22	1.3591		0.005793		
803.461	1.3594		0.005643		
803.702	1.3596		0.005494		
803.943	1.3599		0.00533		
804.184	1.3601		0.00514		
804.425	1.3604		0.004927		
804.666	1.3607		0.004704		
804.907	1.3611		0.00449		
805.148	1.3615		0.004305		
805.389	1.362		0.004162		
805.63	1.3624		0.00407		
805.871	1.3629		0.004034		
806.112	1.3634		0.004055		
806.353	1.3638		0.004134		
806.594	1.3642		0.004261		
806.836	1.3646		0.004422		
807.077	1.3648		0.004591		
807.318	1.365		0.004739		
807.559	1.3651		0.004842		
807.8	1.3653		0.004886		
808.041	1.3654		0.004874		
808.282	1.3655		0.004822		
808.523	1.3657		0.004751		
808.764	1.3659		0.004674		
809.005	1.3661		0.004596		
809.246	1.3663		0.004515		
809.487	1.3665		0.004425		
809.728	1.3667		0.004331		
809.969	1.367		0.004248		
810.21	1.3673		0.004204		
810.451	1.3676		0.004221		
810.693	1.3679		0.004306		
810.934	1.3681		0.00444		
811.175	1.3683		0.004578		
811.416	1.3683		0.004662		
811.657	1.3682		0.004644		
811.898	1.3682		0.004499		
812.139	1.3682		0.004241		
812.38	1.3683		0.003914		
812.621	1.3686		0.003585		
812.862	1.369		0.003317		
813.103	1.3695		0.003154		
813.344	1.3699		0.003112		
813.585	1.3703		0.003179		
813.826	1.3707		0.003321		
814.067	1.3709		0.003498		
814.308	1.3711		0.003666		
814.55	1.3711		0.003789		
814.791	1.3711		0.003836		
815.032	1.3711		0.003791		
815.273	1.3711		0.003649		
815.514	1.3712		0.003429		
815.755	1.3713		0.003164		
815.996	1.3715		0.002903		
816.237	1.3718		0.002691		
816.478	1.3721		0.002558		
816.719	1.3724		0.002506		
816.96	1.3727		0.002503		
817.201	1.3728		0.002496		
817.442	1.3729		0.002425		
817.683	1.373		0.002248		
817.924	1.3731		0.001957		
818.165	1.3733		0.00158		
818.407	1.3736		0.00118		
818.648	1.3741		0.000825		
818.889	1.3747		0.000576		
819.13	1.3753		0.000464		
819.371	1.3759		0.000488		
819.612	1.3765		0.00062		
819.853	1.377		0.000818		
820.094	1.3773		0.00104		
820.335	1.3776		0.001257		
820.576	1.3779		0.001453		
820.817	1.3781		0.001624		
821.058	1.3783		0.001771		
821.299	1.3784		0.001895		
821.54	1.3785		0.001992		
821.781	1.3786		0.002056		
822.022	1.3787		0.002079		
822.264	1.3788		0.002055		
822.505	1.3789		0.001984		
822.746	1.3791		0.001871		
822.987	1.3792		0.001732		
823.228	1.3795		0.001588		
823.469	1.3798		0.001462		
823.71	1.3801		0.001377		
823.951	1.3805		0.001349		
824.192	1.3809		0.001381		
824.433	1.3812		0.001467		
824.674	1.3815		0.001589		
824.915	1.3818		0.001727		
825.156	1.382		0.001862		
825.397	1.3822		0.001984		
825.638	1.3824		0.002092		
825.879	1.3825		0.002187		
826.121	1.3827		0.002269		
826.362	1.3828		0.002331		
826.603	1.3828		0.002357		
826.844	1.3829		0.002332		
827.085	1.383		0.002245		
827.326	1.3831		0.002102		
827.567	1.3833		0.001931		
827.808	1.3836		0.001773		
828.049	1.3839		0.001669		
828.29	1.3843		0.00165		
828.531	1.3847		0.001724		
828.772	1.3851		0.001868		
829.013	1.3853		0.002042		
829.254	1.3855		0.002201		
829.495	1.3856		0.002308		
829.736	1.3857		0.002346		
829.978	1.3858		0.002323		
830.219	1.3859		0.00226		
830.46	1.3861		0.002183		
830.701	1.3863		0.002115		
830.942	1.3866		0.002066		
831.183	1.3869		0.002039		
831.424	1.3872		0.00203		
831.665	1.3875		0.002039		
831.906	1.3878		0.002073		
832.147	1.3881		0.00214		
832.388	1.3885		0.002248		
832.629	1.3888		0.002398		
832.87	1.389		0.00258		
833.111	1.3892		0.002776		
833.352	1.3894		0.002962		
833.593	1.3895		0.003119		
833.835	1.3896		0.003235		
834.076	1.3897		0.003309		
834.317	1.3899		0.003352		
834.558	1.39		0.003379		
834.799	1.3902		0.003408		
835.04	1.3904		0.003451		
835.281	1.3906		0.003517		
835.522	1.3908		0.003604		
835.763	1.391		0.003705		
836.004	1.3912		0.003807		
836.245	1.3913		0.003896		
836.486	1.3915		0.003962		
836.727	1.3916		0.004001		
836.968	1.3918		0.004021		
837.209	1.3921		0.004043		
837.45	1.3923		0.004096		
837.692	1.3926		0.004206		
837.933	1.393		0.004391		
838.174	1.3932		0.004646		
838.415	1.3934		0.004947		
838.656	1.3935		0.005253		
838.897	1.3935		0.005517		
839.138	1.3935		0.005705		
839.379	1.3934		0.005806		
839.62	1.3934		0.005835		
839.861	1.3935		0.005831		
840.102	1.3936		0.005838		
840.343	1.3938		0.005895		
840.584	1.394		0.006017		
840.825	1.3941		0.006193		
841.066	1.3942		0.006391		
841.307	1.3942		0.006574		
841.549	1.3942		0.006713		
841.79	1.3942		0.0068		
842.031	1.3942		0.006851		
842.272	1.3943		0.006896		
842.513	1.3944		0.006966		
842.754	1.3945		0.007081		
842.995	1.3945		0.007235		
843.236	1.3945		0.007403		
843.477	1.3944		0.007548		
843.718	1.3943		0.007633		
843.959	1.3942		0.007641		
844.2	1.3941		0.007572		
844.441	1.394		0.007453		
844.682	1.3941		0.007316		
844.923	1.3941		0.007194		
845.164	1.3942		0.007106		
845.406	1.3944		0.007055		
845.647	1.3945		0.007028		
845.888	1.3946		0.007008		
846.129	1.3947		0.00698		
846.37	1.3948		0.006942		
846.611	1.3949		0.006902		
846.852	1.3951		0.006878		
847.093	1.3953		0.006888		
847.334	1.3955		0.006944		
847.575	1.3956		0.007047		
847.816	1.3958		0.007192		
848.057	1.3959		0.00736		
848.298	1.3959		0.007535		
848.539	1.3959		0.007696		
848.78	1.3958		0.007824		
849.021	1.3957		0.007903		
849.263	1.3955		0.007922		
849.504	1.3954		0.007873		
849.745	1.3953		0.007761		
849.986	1.3952		0.0076		
850.227	1.3952		0.007414		
850.468	1.3953		0.00723		
850.709	1.3954		0.007074		
850.95	1.3955		0.00696		
851.191	1.3956		0.006886		
851.432	1.3957		0.006838		
851.673	1.3958		0.006792		
851.914	1.3958		0.006727		
852.155	1.3959		0.006631		
852.396	1.3959		0.006502		
852.637	1.396		0.006355		
852.878	1.3961		0.006208		
853.12	1.3963		0.006078		
853.361	1.3965		0.005977		
853.602	1.3967		0.005908		
853.843	1.3969		0.00587		
854.084	1.397		0.00586		
854.325	1.3972		0.005877		
854.566	1.3974		0.005918		
854.807	1.3975		0.005977		
855.048	1.3975		0.006042		
855.289	1.3975		0.006087		
855.53	1.3975		0.006085		
855.771	1.3974		0.006012		
856.012	1.3973		0.005857		
856.253	1.3973		0.00563		
856.494	1.3974		0.005361		
856.735	1.3976		0.005098		
856.976	1.3978		0.004884		
857.218	1.3981		0.004751		
857.459	1.3984		0.004709		
857.7	1.3986		0.00474		
857.941	1.3988		0.004807		
858.182	1.3989		0.004867		
858.423	1.3989		0.00488		
858.664	1.3989		0.004824		
858.905	1.3989		0.004695		
859.146	1.399		0.004509		
859.387	1.3991		0.004297		
859.628	1.3993		0.004093		
859.869	1.3995		0.003929		
860.11	1.3998		0.003826		
860.351	1.4		0.00379		
860.592	1.4003		0.003811		
860.833	1.4004		0.003863		
861.075	1.4005		0.003915		
861.316	1.4006		0.003934		
861.557	1.4006		0.003893		
861.798	1.4005		0.003782		
862.039	1.4006		0.003606		
862.28	1.4006		0.003384		
862.521	1.4007		0.00314		
862.762	1.4009		0.002897		
863.003	1.4011		0.00267		
863.244	1.4013		0.00246		
863.485	1.4015		0.00226		
863.726	1.4017		0.002063		
863.967	1.402		0.001866		
864.208	1.4023		0.001672		
864.449	1.4026		0.001498		
864.69	1.403		0.001359		
864.932	1.4033		0.00127		
865.173	1.4037		0.001236		
865.414	1.404		0.00125		
865.655	1.4043		0.001295		
865.896	1.4046		0.001351		
866.137	1.4048		0.001398		
866.378	1.4049		0.001419		
866.619	1.405		0.001403		
866.86	1.4052		0.001344		
867.101	1.4053		0.001239		
867.342	1.4054		0.001092		
867.583	1.4056		0.000908		
867.824	1.4058		0.000701		
868.065	1.4061		0.00049		
868.306	1.4064		0.000299		
868.547	1.4068		0.000148		
868.789	1.4072		5.1E-5		
869.03	1.4076		1.2E-5		
869.271	1.408		2.2E-5		
